id_documento,id_siniestro,tipo_documento,url_archivo,fecha_carga,fecha_emision,entregado,es_legible,posible_adulteracion,inconsistencia_detectada,observacion
doc-c4cc8208,sin-76f2e192,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-c4cc8208.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-e8a659ee,sin-ee4615b2,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-e8a659ee.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-aed7ea97,sin-00a7f190,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-aed7ea97.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-8d70cc83,sin-00a7f190,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8d70cc83.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-e30a9645,sin-00a7f190,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-e30a9645.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-8c8a600a,sin-3185966d,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8c8a600a.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-b39a05d9,sin-3185966d,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-b39a05d9.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-d86a63ef,sin-48ffc5bf,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-d86a63ef.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-148b09c2,sin-48ffc5bf,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-148b09c2.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-8a19afbb,sin-df25aac9,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8a19afbb.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-1db858ea,sin-df25aac9,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-1db858ea.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-501db86e,sin-81271d0f,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-501db86e.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-db8989d8,sin-81271d0f,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-db8989d8.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-eb61e792,sin-81271d0f,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-eb61e792.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-21912de2,sin-a9276f66,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-21912de2.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-3bef3c79,sin-da692df2,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-3bef3c79.pdf,2026-05-28T09:47:53.622888+00:00,,True,False,True,False,
doc-cdb44bb1,sin-3902782e,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-cdb44bb1.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-03953dfc,sin-7e57ff3c,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-03953dfc.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-72a917aa,sin-8d15ba38,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-72a917aa.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-a7401383,sin-8d15ba38,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-a7401383.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-8cce1e42,sin-8d15ba38,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8cce1e42.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-7435219a,sin-117a1f9c,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-7435219a.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-6af8a7ef,sin-117a1f9c,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-6af8a7ef.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-1672d7a8,sin-65aef521,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-1672d7a8.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-ebfdce8c,sin-65aef521,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-ebfdce8c.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-5ed6c108,sin-65aef521,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-5ed6c108.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-076b30fa,sin-92332679,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-076b30fa.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-445326ad,sin-54247af5,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-445326ad.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-e8299c2b,sin-54247af5,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-e8299c2b.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-a5442542,sin-32721387,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-a5442542.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-542784a8,sin-32721387,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-542784a8.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-0ecf6f92,sin-a272bce9,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-0ecf6f92.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-7ba186d4,sin-a272bce9,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-7ba186d4.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-2faa3b37,sin-a272bce9,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-2faa3b37.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-d02b4135,sin-80e517a2,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-d02b4135.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-5eadf769,sin-80e517a2,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-5eadf769.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-a2b35406,sin-80e517a2,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-a2b35406.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-d3e3317c,sin-2d6e5440,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-d3e3317c.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-ae12865d,sin-2d6e5440,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-ae12865d.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-7578b891,sin-2d6e5440,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-7578b891.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-7c590c13,sin-ef3cc5b4,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-7c590c13.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-70f00447,sin-ef3cc5b4,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-70f00447.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-ab0e5e03,sin-6e20ceb8,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-ab0e5e03.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-705a9774,sin-6e20ceb8,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-705a9774.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-af6a5137,sin-8b33de75,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-af6a5137.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-738d9773,sin-75d0fa11,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-738d9773.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-b1914ace,sin-eb9424a5,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-b1914ace.pdf,2026-05-28T09:47:53.622888+00:00,,True,True,False,False,
doc-a1c25453,sin-eb9424a5,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-a1c25453.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-9a49aa44,sin-3b50823a,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-9a49aa44.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-06365536,sin-3b50823a,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-06365536.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-adee409a,sin-3b50823a,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-adee409a.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-b3ec8741,sin-317df5f5,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-b3ec8741.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-4ca2aa19,sin-317df5f5,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-4ca2aa19.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-2b4191c9,sin-6ce709b2,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-2b4191c9.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-b9e57342,sin-6ce709b2,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-b9e57342.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-efadcafd,sin-ae188c22,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-efadcafd.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-c85eaa18,sin-ae188c22,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-c85eaa18.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-5cb33a71,sin-a1556183,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-5cb33a71.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-30884483,sin-a1556183,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-30884483.pdf,2026-05-28T09:47:53.623888+00:00,,True,False,True,False,
doc-13db4f81,sin-ae6a26b2,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-13db4f81.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-a1bc533c,sin-0fc5200a,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-a1bc533c.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-3f42f223,sin-0fc5200a,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-3f42f223.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-6ff8fbc7,sin-0fc5200a,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-6ff8fbc7.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-19024d7f,sin-cbe423b6,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-19024d7f.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-d3a7bc89,sin-cbe423b6,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-d3a7bc89.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-64f9588b,sin-4ccf8482,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-64f9588b.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-4d5e83b5,sin-4ccf8482,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-4d5e83b5.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-e805e4a6,sin-05322d02,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-e805e4a6.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-45860a52,sin-05322d02,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-45860a52.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-def663a9,sin-5d93b5f1,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-def663a9.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-8cbe423d,sin-e553e12e,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8cbe423d.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-180f1beb,sin-e553e12e,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-180f1beb.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-19be3c65,sin-e553e12e,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-19be3c65.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-d4e50f2a,sin-3f550b32,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-d4e50f2a.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-ec621c05,sin-3f550b32,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-ec621c05.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-4e3c37b9,sin-b68b5a83,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-4e3c37b9.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-8a886a19,sin-b68b5a83,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8a886a19.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-8e631707,sin-b68b5a83,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8e631707.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-0f1f72ed,sin-df09ff99,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-0f1f72ed.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-d3d4462c,sin-737bba70,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-d3d4462c.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-1bfbc499,sin-737bba70,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-1bfbc499.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-f2987d7a,sin-5b50ee3f,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-f2987d7a.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-2c31f4bd,sin-5b50ee3f,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-2c31f4bd.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-25e3241a,sin-1c9fabc5,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-25e3241a.pdf,2026-05-28T09:47:53.623888+00:00,,True,False,True,False,
doc-a8880b73,sin-1c9fabc5,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-a8880b73.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-910e9ef5,sin-1c9fabc5,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-910e9ef5.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-17798af8,sin-78e3ed6e,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-17798af8.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-7232beb1,sin-78e3ed6e,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-7232beb1.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-0e58d458,sin-a4356924,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-0e58d458.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-1d0a13b2,sin-a4356924,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-1d0a13b2.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-96ab2d3b,sin-a4356924,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-96ab2d3b.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-7fbf9bca,sin-68fc8203,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-7fbf9bca.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-c76a93e7,sin-68fc8203,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-c76a93e7.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-c7974540,sin-68fc8203,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-c7974540.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-8cac96bf,sin-f4a8d6e2,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8cac96bf.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-34e56938,sin-f4a8d6e2,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-34e56938.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-41f4b066,sin-f4a8d6e2,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-41f4b066.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-2b26dfe8,sin-749a46e0,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-2b26dfe8.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-beae1771,sin-749a46e0,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-beae1771.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-cd5fa909,sin-ef2fdc52,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-cd5fa909.pdf,2026-05-28T09:47:53.623888+00:00,,True,False,True,False,
doc-19b1d90d,sin-ef2fdc52,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-19b1d90d.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-cd51599b,sin-541f1993,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-cd51599b.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-4b45ed11,sin-8455ba42,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-4b45ed11.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-fbe62156,sin-8455ba42,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-fbe62156.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-46434e46,sin-36de702e,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-46434e46.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-9059fecc,sin-ab344e44,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-9059fecc.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-dfb8cca3,sin-ab344e44,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-dfb8cca3.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-96d9fff2,sin-8048a624,FACTURA DE REPARACIÓN,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-96d9fff2.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-2d6dbb8a,sin-8048a624,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-2d6dbb8a.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-79eb9602,sin-8048a624,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-79eb9602.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-8e5c55a2,sin-e1d09622,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8e5c55a2.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-8c6b2597,sin-e1d09622,COPIA DE CÉDULA,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-8c6b2597.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-9690d426,sin-e1d09622,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-9690d426.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
doc-f97b0fd3,sin-53b0a3f0,INFORME DE PERITAJE,https://tu-bucket.supabase.co/storage/v1/object/public/claims/doc-f97b0fd3.pdf,2026-05-28T09:47:53.623888+00:00,,True,True,False,False,
